7-21-gr. corridor,7,21,gr. corridor,256.0
7-23-gr. corridor,7,23,gr. corridor,241.0
7-25-gr. corridor,7,25,gr. corridor,95.0
7-27-gr. corridor,7,27,gr. corridor,185.0
7-29-5VB1051,7,29,5VB1051,163.0
7-31-5VB1051,7,31,5VB1051,100.0
7-33-5VB1051,7,33,5VB1051,289.0
7-35-5VB1051,7,35,5VB1051,212.0
7-37-5VB1051,7,37,5VB1051,206.0
7-39-5VB1051,7,39,5VB1051,299.0
7-53-5VB1034,7,53,5VB1034,188.0
7-55-5VB1034,7,55,5VB1034,235.0
7-57-5VB1034,7,57,5VB1034,246.0
7-59-5VB1034,7,59,5VB1034,150.0
7-61-5VB1034,7,61,5VB1034,195.0
7-63-5VB1034,7,63,5VB1034,220.0
7-65-D04,7,65,D04,221.0
7-67-D04,7,67,D04,195.0
7-69-D04,7,69,D04,180.0
7-71-D04,7,71,D04,133.0
7-73-D04,7,73,D04,221.0
7-75-D04,7,75,D04,63.0
7-77-Vl. Ardennen,7,77,Vl. Ardennen,182.0
7-79-Vl. Ardennen,7,79,Vl. Ardennen,145.0
7-81-Vl. Ardennen,7,81,Vl. Ardennen,171.0
7-83-Vl. Ardennen,7,83,Vl. Ardennen,158.0
7-85-Vl. Ardennen,7,85,Vl. Ardennen,263.0
7-87-Vl. Ardennen,7,87,Vl. Ardennen,238.0
8-7-?,8,7,?,264.0
8-9-?,8,9,?,231.0
8-11-Vl. Ardennen,8,11,Vl. Ardennen,167.0
8-13-Vl. Ardennen,8,13,Vl. Ardennen,187.0
8-15-Vl. Ardennen,8,15,Vl. Ardennen,165.0
8-17-Gr. corridor,8,17,Gr. corridor,330.0
8-19-Gr. corridor,8,19,Gr. corridor,363.0
8-21-Gr. corridor,8,21,Gr. corridor,376.0
8-23-Gr. corridor,8,23,Gr. corridor,245.0
8-25-Gr. corridor,8,25,Gr. corridor,160.0
8-27-Gr. corridor,8,27,Gr. corridor,173.0
8-29-5VB1051,8,29,5VB1051,155.0
8-31-5VB1051,8,31,5VB1051,230.0
8-33-5VB1051,8,33,5VB1051,314.0
8-35-5VB1051,8,35,5VB1051,290.0
8-37-5VB1051,8,37,5VB1051,254.0
8-39-5VB1051,8,39,5VB1051,254.0
8-53-5VB1034,8,53,5VB1034,329.0
8-55-5VB1034,8,55,5VB1034,399.0
8-57-5VB1034,8,57,5VB1034,162.0
8-59-5VB1034,8,59,5VB1034,256.0
8-61-5VB1034,8,61,5VB1034,170.0
8-63-5VB1034,8,63,5VB1034,237.0
8-65-D04,8,65,D04,317.0
8-67-D04,8,67,D04,93.0
8-69-D04,8,69,D04,214.0
8-71-D04,8,71,D04,88.0
8-73-D04,8,73,D04,115.0
8-75-D04,8,75,D04,97.0
8-77-Vl. Ardennen,8,77,Vl. Ardennen,92.0
8-79-Vl. Ardennen,8,79,Vl. Ardennen,91.0
8-81-Vl. Ardennen,8,81,Vl. Ardennen,115.0
8-83-Vl. Ardennen,8,83,Vl. Ardennen,250.0
8-85-Vl. Ardennen,8,85,Vl. Ardennen,228.0
8-87-Vl. Ardennen,8,87,Vl. Ardennen,300.0
9-5-Vl. Ardennen,9,5,Vl. Ardennen,148.0
9-7-Vl. Ardennen,9,7,Vl. Ardennen,124.0
9-9-Vl. Ardennen,9,9,Vl. Ardennen,206.0
9-11-Vl. Ardennen,9,11,Vl. Ardennen,296.0
9-13-Vl. Ardennen,9,13,Vl. Ardennen,296.0
9-15-Vl. Ardennen,9,15,Vl. Ardennen,319.0
9-17-gr. corridor,9,17,gr. corridor,401.0
9-19-gr. corridor,9,19,gr. corridor,328.0
9-21-gr. corridor,9,21,gr. corridor,182.0
9-23-gr. corridor,9,23,gr. corridor,203.0
9-25-gr. corridor,9,25,gr. corridor,293.0
9-27-gr. corridor,9,27,gr. corridor,327.0
9-29-5VB1051,9,29,5VB1051,142.0
9-31-5VB1051,9,31,5VB1051,339.0
9-33-5VB1051,9,33,5VB1051,132.0
9-35-5VB1051,9,35,5VB1051,241.0
9-37-5VB1051,9,37,5VB1051,194.0
9-39-5VB1051,9,39,5VB1051,373.0
9-53-5VB1034,9,53,5VB1034,183.0
9-55-5VB1034,9,55,5VB1034,272.0
9-57-5VB1034,9,57,5VB1034,284.0
9-59-5VB1034,9,59,5VB1034,185.0
9-61-5VB1034,9,61,5VB1034,208.0
9-63-5VB1034,9,63,5VB1034,152.0
9-65-D04,9,65,D04,367.0
9-67-D04,9,67,D04,175.0
9-69-D04,9,69,D04,185.0
9-71-D04,9,71,D04,216.0
9-73-D04,9,73,D04,151.0
9-75-D04,9,75,D04,245.0
9-77-Vl. Ardennen,9,77,Vl. Ardennen,193.0
9-79-Vl. Ardennen,9,79,Vl. Ardennen,90.0
9-81-Vl. Ardennen,9,81,Vl. Ardennen,347.0
9-83-Vl. Ardennen,9,83,Vl. Ardennen,297.0
9-85-Vl. Ardennen,9,85,Vl. Ardennen,352.0
9-87-Vl. Ardennen,9,87,Vl. Ardennen,220.0
10-5-D01,10,5,D01,245.0
10-7-D01,10,7,D01,263.0
10-9-D01,10,9,D01,276.0
10-11-D01,10,11,D01,201.0
10-13-D01,10,13,D01,275.0
10-15-D01,10,15,D01,112.0
10-17-W.Vl.Heuvels,10,17,W.Vl.Heuvels,213.0
10-19-W.Vl.Heuvels,10,19,W.Vl.Heuvels,235.0
10-21-W.Vl.Heuvels,10,21,W.Vl.Heuvels,401.0
10-23-W.Vl.Heuvels,10,23,W.Vl.Heuvels,296.0
10-25-W.Vl.Heuvels,10,25,W.Vl.Heuvels,253.0
10-27-W.Vl.Heuvels,10,27,W.Vl.Heuvels,286.0
10-29-6VB1038,10,29,6VB1038,235.0
10-31-6VB1038,10,31,6VB1038,197.0
10-33-6VB1038,10,33,6VB1038,313.0
10-35-6VB1038,10,35,6VB1038,263.0
10-37-6VB1038,10,37,6VB1038,177.0
10-39-6VB1038,10,39,6VB1038,143.0
10-41-Gr. corridor,10,41,Gr. corridor,231.0
10-43-Gr. corridor,10,43,Gr. corridor,263.0
10-45-Gr. corridor,10,45,Gr. corridor,126.0
10-47-Gr. corridor,10,47,Gr. corridor,280.0
10-49-Gr. corridor,10,49,Gr. corridor,322.0
10-51-Gr. corridor,10,51,Gr. corridor,236.0
10-53-5VB1051,10,53,5VB1051,286.0
10-55-5VB1051,10,55,5VB1051,188.0
10-57-5VB1051,10,57,5VB1051,154.0
10-59-5VB1051,10,59,5VB1051,115.0
10-61-5VB1051,10,61,5VB1051,185.0
10-63-5VB1051,10,63,5VB1051,304.0
10-77-5VB1034,10,77,5VB1034,226.0
10-79-5VB1034,10,79,5VB1034,180.0
10-81-5VB1034,10,81,5VB1034,203.0
10-83-5VB1034,10,83,5VB1034,262.0
10-85-5VB1034,10,85,5VB1034,175.0
10-87-5VB1034,10,87,5VB1034,235.0
11-5-D01,11,5,D01,206.0
11-7-D01,11,7,D01,207.0
11-9-D01,11,9,D01,211.0
11-11-D01,11,11,D01,242.0
11-13-D01,11,13,D01,340.0
11-15-D01,11,15,D01,345.0
11-17-W.Vl.Heuvels,11,17,W.Vl.Heuvels,260.0
11-19-W.Vl.Heuvels,11,19,W.Vl.Heuvels,337.0
11-21-W.Vl.Heuvels,11,21,W.Vl.Heuvels,322.0
11-23-W.Vl.Heuvels,11,23,W.Vl.Heuvels,294.0
11-25-W.Vl.Heuvels,11,25,W.Vl.Heuvels,187.0
11-27-W.Vl.Heuvels,11,27,W.Vl.Heuvels,293.0
11-29-6VB1038,11,29,6VB1038,177.0
11-31-6VB1038,11,31,6VB1038,231.0
11-33-6VB1038197,11,33,6VB1038197,299.0
11-35-6VB1038,11,35,6VB1038,296.0
11-37-6VB1038,11,37,6VB1038,221.0
11-39-6VB1038,11,39,6VB1038,200.0
11-41-gr. corridor,11,41,gr. corridor,195.0
11-43-gr. corridor,11,43,gr. corridor,113.0
11-45-gr. corridor,11,45,gr. corridor,152.0
11-47-gr. corridor,11,47,gr. corridor,146.0
11-49-gr. corridor,11,49,gr. corridor,235.0
11-51-gr. corridor,11,51,gr. corridor,106.0
11-53-5VB1051,11,53,5VB1051,175.0
11-55-5VB1051,11,55,5VB1051,182.0
11-57-5VB1051,11,57,5VB1051,96.0
11-59-5VB1051,11,59,5VB1051,158.0
11-61-5VB1051,11,61,5VB1051,253.0
11-63-5VB1051,11,63,5VB1051,325.0
11-77-5VB1034,11,77,5VB1034,347.0
11-79-5VB1034,11,79,5VB1034,170.0
11-81-5VB1034,11,81,5VB1034,280.0
11-83-5VB1034,11,83,5VB1034,272.0
11-85-5VB1034,11,85,5VB1034,332.0
11-87-5VB1034,11,87,5VB1034,308.0
12-5-D01,12,5,D01,158.0
12-7-D01,12,7,D01,236.0
12-9-D01,12,9,D01,325.0
12-11-D01,12,11,D01,386.0
12-13-D01,12,13,D01,350.0
12-15-D01,12,15,D01,300.0
12-17-W.Vl.Heuvels,12,17,W.Vl.Heuvels,286.0
12-19-W.Vl.Heuvels,12,19,W.Vl.Heuvels,278.0
12-21-W.Vl.Heuvels,12,21,W.Vl.Heuvels,351.0
12-23-W.Vl.Heuvels,12,23,W.Vl.Heuvels,364.0
12-25-W.Vl.Heuvels,12,25,W.Vl.Heuvels,267.0
12-27-W.Vl.Heuvels,12,27,W.Vl.Heuvels,175.0
12-29-6VB1038,12,29,6VB1038,265.0
12-31-6VB1038,12,31,6VB1038,324.0
12-33-6VB1038,12,33,6VB1038,246.0
12-35-6VB1038,12,35,6VB1038,199.0
12-37-6VB1038,12,37,6VB1038,121.0
12-39-6VB1038,12,39,6VB1038,159.0
12-41-Gr. corridor,12,41,Gr. corridor,130.0
12-43-Gr. corridor,12,43,Gr. corridor,80.0
12-45-Gr. corridor,12,45,Gr. corridor,203.0
12-47-Gr. corridor,12,47,Gr. corridor,128.0
12-49-Gr. corridor,12,49,Gr. corridor,147.0
12-51-Gr. corridor,12,51,Gr. corridor,232.0
12-53-5VB1051,12,53,5VB1051,91.0
12-55-5VB1051,12,55,5VB1051,173.0
12-57-5VB1051,12,57,5VB1051,155.0
12-59-5VB1051,12,59,5VB1051,220.0
12-61-5VB1051,12,61,5VB1051,275.0
12-63-5VB1051,12,63,5VB1051,249.0
12-77-5VB1034,12,77,5VB1034,334.0
12-79-5VB1034,12,79,5VB1034,261.0
12-81-5VB1034,12,81,5VB1034,385.0
12-83-5VB1034,12,83,5VB1034,238.0
12-85-5VB1034,12,85,5VB1034,340.0
12-87-5VB1034,12,87,5VB1034,282.0
13-5-D01,13,5,D01,226.0
13-7-D01,13,7,D01,157.0
13-9-D01,13,9,D01,245.0
13-11-D01,13,11,D01,285.0
13-13-D01,13,13,D01,163.0
13-15-D01,13,15,D01,321.0
13-17-W.Vl.Heuvels,13,17,W.Vl.Heuvels,380.0
13-19-W.Vl.Heuvels,13,19,W.Vl.Heuvels,314.0
13-21-W.Vl.Heuvels,13,21,W.Vl.Heuvels,172.0
13-23-W.Vl.Heuvels,13,23,W.Vl.Heuvels,326.0
13-25-W.Vl.Heuvels,13,25,W.Vl.Heuvels,186.0
13-27-W.Vl.Heuvels,13,27,W.Vl.Heuvels,154.0
13-29-6VB1038,13,29,6VB1038,267.0
13-31-6VB1038,13,31,6VB1038,175.0
13-33-6VB1038,13,33,6VB1038,138.0
13-35-6VB1038,13,35,6VB1038,330.0
13-37-6VB1038,13,37,6VB1038,84.0
13-39-6VB1038,13,39,6VB1038,225.0
13-41-gr. corridor,13,41,gr. corridor,257.0
13-43-gr. corridor,13,43,gr. corridor,238.0
13-45-gr. corridor,13,45,gr. corridor,198.0
13-47-gr. corridor,13,47,gr. corridor,94.0
13-49-gr. corridor,13,49,gr. corridor,371.0
13-51-gr. corridor,13,51,gr. corridor,258.0
13-53-5VB1051,13,53,5VB1051,310.0
13-55-5VB1051,13,55,5VB1051,305.0
13-57-5VB1051,13,57,5VB1051,100.0
13-59-5VB1051,13,59,5VB1051,266.0
13-61-5VB1051,13,61,5VB1051,158.0
13-63-5VB1051,13,63,5VB1051,358.0
13-77-5VB1034,13,77,5VB1034,213.0
13-79-5VB1034,13,79,5VB1034,208.0
13-81-5VB1034,13,81,5VB1034,223.0
13-83-5VB1034,13,83,5VB1034,263.0
13-85-5VB1034,13,85,5VB1034,382.0
13-87-5VB1034,13,87,5VB1034,375.0
14-5-D01,14,5,D01,204.0
14-7-D01,14,7,D01,197.0
14-9-D01,14,9,D01,252.0
14-11-D01,14,11,D01,281.0
14-13-D01,14,13,D01,345.0
14-15-D01,14,15,D01,356.0
14-17-W.Vl.Heuvels,14,17,W.Vl.Heuvels,370.0
14-19-W.Vl.Heuvels,14,19,W.Vl.Heuvels,278.0
14-21-W.Vl.Heuvels,14,21,W.Vl.Heuvels,245.0
14-23-W.Vl.Heuvels,14,23,W.Vl.Heuvels,270.0
14-25-W.Vl.Heuvels,14,25,W.Vl.Heuvels,210.0
14-27-W.Vl.Heuvels,14,27,W.Vl.Heuvels,225.0
14-29-6VB1038,14,29,6VB1038,140.0
14-31-6VB1038,14,31,6VB1038,197.0
14-33-6VB1038,14,33,6VB1038,120.0
14-35-6VB1038,14,35,6VB1038,238.0
14-37-6VB1038,14,37,6VB1038,135.0
14-39-6VB1038,14,39,6VB1038,218.0
14-41-Gr. corridor,14,41,Gr. corridor,247.0
14-43-Gr. corridor,14,43,Gr. corridor,153.0
14-45-Gr. corridor,14,45,Gr. corridor,174.0
14-47-Gr. corridor,14,47,Gr. corridor,284.0
14-49-Gr. corridor,14,49,Gr. corridor,278.0
14-51-Gr. corridor,14,51,Gr. corridor,272.0
14-53-5VB1051,14,53,5VB1051,300.0
14-57-5VB1051,14,57,5VB1051,274.0
14-59-5VB1051,14,59,5VB1051,291.0
14-61-5VB1051,14,61,5VB1051,114.0
14-63-5VB1051,14,63,5VB1051,254.0
14-77-5VB1034,14,77,5VB1034,259.0
14-79-5VB1034,14,79,5VB1034,115.0
14-81-5VB1034,14,81,5VB1034,348.0
14-83-5VB1034,14,83,5VB1034,290.0
14-85-5VB1034,14,85,5VB1034,382.0
14-87-5VB1034,14,87,5VB1034,384.0
15-5-D01,15,5,D01,159.0
15-7-D01,15,7,D01,107.0
15-9-D01,15,9,D01,201.0
15-11-D01,15,11,D01,235.0
15-15-D01,15,15,D01,205.0
15-17-W.Vl.Heuvels,15,17,W.Vl.Heuvels,156.0
15-19-W.Vl.Heuvels,15,19,W.Vl.Heuvels,291.0
15-21-W.Vl.Heuvels,15,21,W.Vl.Heuvels,276.0
15-23-W.Vl.Heuvels,15,23,W.Vl.Heuvels,265.0
15-25-W.Vl.Heuvels,15,25,W.Vl.Heuvels,313.0
15-27-W.Vl.Heuvels,15,27,W.Vl.Heuvels,125.0
15-29-6VB1038,15,29,6VB1038,116.0
15-31-6VB1038,15,31,6VB1038,69.0
15-33-6VB1038,15,33,6VB1038,124.0
15-35-6VB1038,15,35,6VB1038,136.0
15-37-6VB1038,15,37,6VB1038,146.0
15-39-6VB1038,15,39,6VB1038,203.0
15-41-gr. corridor,15,41,gr. corridor,301.0
15-43-gr. corridor,15,43,gr. corridor,338.0
15-45-gr. corridor,15,45,gr. corridor,313.0
15-47-gr. corridor,15,47,gr. corridor,359.0
15-49-gr. corridor,15,49,gr. corridor,240.0
15-51-gr. corridor,15,51,gr. corridor,261.0
15-53-5VB1051,15,53,5VB1051,247.0
15-55-5VB1051,15,55,5VB1051,233.0
15-57-5VB1051,15,57,5VB1051,272.0
15-59-5VB1051,15,59,5VB1051,210.0
15-61-5VB1051,15,61,5VB1051,361.0
15-63-5VB1051,15,63,5VB1051,185.0
15-77-5VB1034,15,77,5VB1034,248.0
15-79-5VB1034,15,79,5VB1034,143.0
15-81-5VB1034,15,81,5VB1034,280.0
15-83-5VB1034,15,83,5VB1034,93.0
15-85-5VB1034,15,85,5VB1034,310.0
15-87-5VB1034,15,87,5VB1034,280.0
16-5-D04,16,5,D04,96.0
16-7-D04,16,7,D04,153.0
16-9-D04,16,9,D04,316.0
16-11-D04,16,11,D04,280.0
16-13-D04,16,13,D04,390.0
16-15-D04,16,15,D04,242.0
16-17-Vl. Ardennen,16,17,Vl. Ardennen,260.0
16-19-Vl. Ardennen,16,19,Vl. Ardennen,132.0
16-21-Vl. Ardennen,16,21,Vl. Ardennen,368.0
16-23-Vl. Ardennen,16,23,Vl. Ardennen,361.0
16-25-Vl. Ardennen,16,25,Vl. Ardennen,250.0
16-27-Vl. Ardennen,16,27,Vl. Ardennen,123.0
16-29-D01,16,29,D01,154.0
16-31-D01,16,31,D01,110.0
16-33-D01,16,33,D01,124.0
16-35-D01,16,35,D01,208.0
16-37-D01,16,37,D01,248.0
16-39-D01,16,39,D01,165.0
16-41-W.Vl.Heuvels,16,41,W.Vl.Heuvels,231.0
16-43-W.Vl.Heuvels,16,43,W.Vl.Heuvels,125.0
16-45-W.Vl.Heuvels,16,45,W.Vl.Heuvels,333.0
16-47-W.Vl.Heuvels,16,47,W.Vl.Heuvels,255.0
16-49-W.Vl.Heuvels,16,49,W.Vl.Heuvels,396.0
16-51-W.Vl.Heuvels,16,51,W.Vl.Heuvels,320.0
16-53-6VB1038,16,53,6VB1038,274.0
16-55-6VB1038,16,55,6VB1038,294.0
16-57-6VB1038,16,57,6VB1038,346.0
16-59-6VB1038,16,59,6VB1038,250.0
16-61-6VB1038,16,61,6VB1038,255.0
16-63-6VB1038,16,63,6VB1038,294.0
16-65-Gr. corridor,16,65,Gr. corridor,265.0
16-67-Gr. corridor,16,67,Gr. corridor,300.0
16-69-Gr. corridor,16,69,Gr. corridor,174.0
16-71-Gr. corridor,16,71,Gr. corridor,326.0
16-73-Gr. corridor,16,73,Gr. corridor,248.0
16-75-Gr. corridor,16,75,Gr. corridor,270.0
16-77-5VB1051,16,77,5VB1051,295.0
16-79-5VB1051,16,79,5VB1051,180.0
16-81-5VB1051,16,81,5VB1051,183.0
16-83-5VB1051,16,83,5VB1051,225.0
16-85-5VB1051,16,85,5VB1051,335.0
16-87-5VB1051,16,87,5VB1051,340.0
17-5-D04,17,5,D04,98.0
17-7-D04,17,7,D04,133.0
17-9-D04,17,9,D04,286.0
17-11-D04,17,11,D04,104.0
17-13-D04,17,13,D04,95.0
17-15-D04,17,15,D04,232.0
17-17-Vl. Ardennen,17,17,Vl. Ardennen,146.0
17-19-Vl. Ardennen,17,19,Vl. Ardennen,291.0
17-21-Vl. Ardennen,17,21,Vl. Ardennen,293.0
17-23-Vl. Ardennen,17,23,Vl. Ardennen,262.0
17-25-Vl. Ardennen,17,25,Vl. Ardennen,225.0
17-27-Vl. Ardennen,17,27,Vl. Ardennen,194.0
17-29-D01,17,29,D01,205.0
17-31-D01,17,31,D01,228.0
17-33-D01,17,33,D01,318.0
17-35-D01,17,35,D01,323.0
17-37-D01,17,37,D01,302.0
17-39-D01,17,39,D01,291.0
17-41-W.Vl.Heuvels,17,41,W.Vl.Heuvels,232.0
17-43-W.Vl.Heuvels,17,43,W.Vl.Heuvels,320.0
17-45-W.Vl.Heuvels,17,45,W.Vl.Heuvels,257.0
17-47-W.Vl.Heuvels,17,47,W.Vl.Heuvels,177.0
17-49-W.Vl.Heuvels,17,49,W.Vl.Heuvels,368.0
17-51-W.Vl.Heuvels,17,51,W.Vl.Heuvels,227.0
17-53-6VB1038,17,53,6VB1038,369.0
17-55-6VB1038,17,55,6VB1038,299.0
17-57-6VB1038,17,57,6VB1038,217.0
17-59-6VB1038,17,59,6VB1038,193.0
17-61-6VB1038,17,61,6VB1038,336.0
17-63-6VB1038,17,63,6VB1038,206.0
17-65-gr. corridor,17,65,gr. corridor,260.0
17-67-gr. corridor,17,67,gr. corridor,216.0
17-69-gr. corridor,17,69,gr. corridor,217.0
17-71-gr. corridor,17,71,gr. corridor,193.0
17-73-gr. corridor,17,73,gr. corridor,250.0
17-75-gr. corridor,17,75,gr. corridor,130.0
17-77-5VB1051,17,77,5VB1051,206.0
17-79-5VB1051,17,79,5VB1051,245.0
17-81-5VB1051,17,81,5VB1051,266.0
17-83-5VB1051,17,83,5VB1051,105.0
17-85-5VB1051,17,85,5VB1051,380.0
17-87-5VB1051,17,87,5VB1051,175.0
18-5-D04,18,5,D04,231.0
18-7-D04,18,7,D04,252.0
18-9-D04,18,9,D04,222.0
18-11-D04,18,11,D04,230.0
18-13-D04,18,13,D04,262.0
18-15-D04,18,15,D04,192.0
18-17-Vl. Ardennen,18,17,Vl. Ardennen,136.0
18-19-Vl. Ardennen,18,19,Vl. Ardennen,228.0
18-21-Vl. Ardennen,18,21,Vl. Ardennen,211.0
18-23-Vl. Ardennen,18,23,Vl. Ardennen,238.0
18-25-Vl. Ardennen,18,25,Vl. Ardennen,93.0
18-27-Vl. Ardennen,18,27,Vl. Ardennen,250.0
18-29-D01,18,29,D01,211.0
18-33-D01,18,33,D01,301.0
18-35-D01,18,35,D01,242.0
18-37-D01,18,37,D01,330.0
18-39-D01,18,39,D01,292.0
18-41-W.Vl.Heuvels,18,41,W.Vl.Heuvels,353.0
18-43-W.Vl.Heuvels,18,43,W.Vl.Heuvels,339.0
18-45-W.Vl.Heuvels,18,45,W.Vl.Heuvels,395.0
18-47-W.Vl.Heuvels,18,47,W.Vl.Heuvels,223.0
18-49-W.Vl.Heuvels,18,49,W.Vl.Heuvels,249.0
18-51-W.Vl.Heuvels,18,51,W.Vl.Heuvels,326.0
18-53-6VB1038,18,53,6VB1038,329.0
18-55-6VB1038,18,55,6VB1038,313.0
18-57-6VB1038,18,57,6VB1038,252.0
18-59-6VB1038,18,59,6VB1038,301.0
18-61-6VB1038,18,61,6VB1038,250.0
18-63-6VB1038,18,63,6VB1038,78.0
18-65-Gr. corridor,18,65,Gr. corridor,149.0
18-67-Gr. corridor,18,67,Gr. corridor,226.0
18-69-Gr. corridor,18,69,Gr. corridor,150.0
18-71-Gr. corridor,18,71,Gr. corridor,260.0
18-73-Gr. corridor,18,73,Gr. corridor,115.0
18-75-Gr. corridor,18,75,Gr. corridor,299.0
18-77-5VB1051,18,77,5VB1051,122.0
18-79-5VB1051,18,79,5VB1051,322.0
18-81-5VB1051,18,81,5VB1051,247.0
18-83-5VB1051,18,83,5VB1051,248.0
18-85-5VB1051,18,85,5VB1051,389.0
18-87-5VB1051,18,87,5VB1051,337.0
