14-7-D01,14,7,D01,9.5
14-9-D01,14,9,D01,12.0
14-11-D01,14,11,D01,12.5
14-13-D01,14,13,D01,14.0
14-15-D01,14,15,D01,16.0
14-17-W.Vl.Heuvels,14,17,W.Vl.Heuvels,19.5
14-19-W.Vl.Heuvels,14,19,W.Vl.Heuvels,19.5
14-21-W.Vl.Heuvels,14,21,W.Vl.Heuvels,12.0
14-23-W.Vl.Heuvels,14,23,W.Vl.Heuvels,12.0
14-25-W.Vl.Heuvels,14,25,W.Vl.Heuvels,11.5
14-27-W.Vl.Heuvels,14,27,W.Vl.Heuvels,11.0
14-29-6VB1038,14,29,6VB1038,12.0
14-31-6VB1038,14,31,6VB1038,11.0
14-33-6VB1038,14,33,6VB1038,6.0
14-35-6VB1038,14,35,6VB1038,10.5
14-37-6VB1038,14,37,6VB1038,9.0
14-39-6VB1038,14,39,6VB1038,13.0
14-41-Gr. corridor,14,41,Gr. corridor,13.0
14-43-Gr. corridor,14,43,Gr. corridor,9.0
14-45-Gr. corridor,14,45,Gr. corridor,8.0
14-47-Gr. corridor,14,47,Gr. corridor,10.5
15-5-D01,15,5,D01,12.0
15-7-D01,15,7,D01,8.0
15-9-D01,15,9,D01,10.0
15-11-D01,15,11,D01,11.0
15-15-D01,15,15,D01,11.0
15-17-W.Vl.Heuvels,15,17,W.Vl.Heuvels,6.0
15-19-W.Vl.Heuvels,15,19,W.Vl.Heuvels,12.5
15-21-W.Vl.Heuvels,15,21,W.Vl.Heuvels,13.0
15-23-W.Vl.Heuvels,15,23,W.Vl.Heuvels,11.0
15-25-W.Vl.Heuvels,15,25,W.Vl.Heuvels,13.0
15-27-W.Vl.Heuvels,15,27,W.Vl.Heuvels,12.0
15-29-6VB1038,15,29,6VB1038,4.0
15-31-6VB1038,15,31,6VB1038,10.5
15-33-6VB1038,15,33,6VB1038,11.0
15-35-6VB1038,15,35,6VB1038,10.0
15-37-6VB1038,15,37,6VB1038,9.0
15-39-6VB1038,15,39,6VB1038,9.0
15-41-gr. corridor,15,41,gr. corridor,12.5
15-43-gr. corridor,15,43,gr. corridor,18.0
15-45-gr. corridor,15,45,gr. corridor,15.0
15-47-gr. corridor,15,47,gr. corridor,14.5
16-5-D04,16,5,D04,13.0
16-7-D04,16,7,D04,12.5
16-9-D04,16,9,D04,16.0
16-11-D04,16,11,D04,13.5
16-13-D04,16,13,D04,14.5
16-15-D04,16,15,D04,15.5
16-17-Vl. Ardennen,16,17,Vl. Ardennen,10.5
16-19-Vl. Ardennen,16,19,Vl. Ardennen,7.5
16-21-Vl. Ardennen,16,21,Vl. Ardennen,15.0
16-23-Vl. Ardennen,16,23,Vl. Ardennen,18.0
16-25-Vl. Ardennen,16,25,Vl. Ardennen,12.0
16-27-Vl. Ardennen,16,27,Vl. Ardennen,7.0
16-29-D01,16,29,D01,9.0
16-31-D01,16,31,D01,10.5
16-33-D01,16,33,D01,6.0
16-35-D01,16,35,D01,9.0
16-37-D01,16,37,D01,12.0
16-39-D01,16,39,D01,7.0
16-41-W.Vl.Heuvels,16,41,W.Vl.Heuvels,10.0
16-43-W.Vl.Heuvels,16,43,W.Vl.Heuvels,10.0
16-45-W.Vl.Heuvels,16,45,W.Vl.Heuvels,13.0
16-47-W.Vl.Heuvels,16,47,W.Vl.Heuvels,9.0
17-5-D04,17,5,D04,12.0
17-7-D04,17,7,D04,11.5
17-9-D04,17,9,D04,14.0
17-11-D04,17,11,D04,10.0
17-13-D04,17,13,D04,13.5
17-15-D04,17,15,D04,9.5
17-17-Vl. Ardennen,17,17,Vl. Ardennen,13.0
17-19-Vl. Ardennen,17,19,Vl. Ardennen,12.0
17-21-Vl. Ardennen,17,21,Vl. Ardennen,11.5
17-23-Vl. Ardennen,17,23,Vl. Ardennen,13.0
17-25-Vl. Ardennen,17,25,Vl. Ardennen,11.5
17-27-Vl. Ardennen,17,27,Vl. Ardennen,7.0
17-29-D01,17,29,D01,8.0
17-31-D01,17,31,D01,10.0
17-33-D01,17,33,D01,15.0
17-35-D01,17,35,D01,12.5
17-37-D01,17,37,D01,11.0
17-39-D01,17,39,D01,12.0
17-41-W.Vl.Heuvels,17,41,W.Vl.Heuvels,10.5
17-43-W.Vl.Heuvels,17,43,W.Vl.Heuvels,11.0
17-45-W.Vl.Heuvels,17,45,W.Vl.Heuvels,10.5
17-47-W.Vl.Heuvels,17,47,W.Vl.Heuvels,11.0
18-5-D04,18,5,D04,9.5
18-7-D04,18,7,D04,14.0
18-9-D04,18,9,D04,12.5
18-11-D04,18,11,D04,11.0
18-13-D04,18,13,D04,12.5
18-15-D04,18,15,D04,12.0
18-17-Vl. Ardennen,18,17,Vl. Ardennen,7.0
18-19-Vl. Ardennen,18,19,Vl. Ardennen,11.0
18-21-Vl. Ardennen,18,21,Vl. Ardennen,10.0
18-23-Vl. Ardennen,18,23,Vl. Ardennen,17.0
18-25-Vl. Ardennen,18,25,Vl. Ardennen,7.0
18-27-Vl. Ardennen,18,27,Vl. Ardennen,13.0
18-29-D01,18,29,D01,11.0
18-33-D01,18,33,D01,13.0
18-35-D01,18,35,D01,12.5
18-37-D01,18,37,D01,15.0
18-39-D01,18,39,D01,16.0
18-41-W.Vl.Heuvels,18,41,W.Vl.Heuvels,15.5
18-43-W.Vl.Heuvels,18,43,W.Vl.Heuvels,12.5
18-45-W.Vl.Heuvels,18,45,W.Vl.Heuvels,24.0
18-47-W.Vl.Heuvels,18,47,W.Vl.Heuvels,15.0
19-5-D04,19,5,D04,9.0
19-7-D04,19,7,D04,12.5
19-9-D04,19,9,D04,15.0
19-11-D04,19,11,D04,9.5
19-13-D04,19,13,D04,13.0
19-15-D04,19,15,D04,11.0
19-17-Vl. Ardennen,19,17,Vl. Ardennen,13.0
19-19-Vl. Ardennen,19,19,Vl. Ardennen,13.0
19-21-Vl. Ardennen,19,21,Vl. Ardennen,14.0
19-23-Vl. Ardennen,19,23,Vl. Ardennen,13.0
19-25-Vl. Ardennen,19,25,Vl. Ardennen,8.0
19-27-Vl. Ardennen,19,27,Vl. Ardennen,10.0
19-29-D01,19,29,D01,13.0
19-31-D01,19,31,D01,6.0
19-35-D01,19,35,D01,9.0
19-37-D01,19,37,D01,10.0
19-39-D01,19,39,D01,14.5
19-41-W.Vl.Heuvels,19,41,W.Vl.Heuvels,13.5
19-43-W.Vl.Heuvels,19,43,W.Vl.Heuvels,12.5
19-45-W.Vl.Heuvels,19,45,W.Vl.Heuvels,15.0
19-47-W.Vl.Heuvels,19,47,W.Vl.Heuvels,15.0
20-5-D04,20,5,D04,12.0
20-7-D04,20,7,D04,10.0
20-9-D04,20,9,D04,13.0
20-11-D04,20,11,D04,14.5
20-13-D04,20,13,D04,14.0
20-15-D04,20,15,D04,10.0
20-17-Vl. Ardennen,20,17,Vl. Ardennen,12.5
20-19-Vl. Ardennen,20,19,Vl. Ardennen,15.0
20-21-Vl. Ardennen,20,21,Vl. Ardennen,9.0
20-23-Vl. Ardennen,20,23,Vl. Ardennen,13.0
20-25-Vl. Ardennen,20,25,Vl. Ardennen,16.0
20-27-Vl. Ardennen,20,27,Vl. Ardennen,11.5
20-29-D01,20,29,D01,12.0
20-31-D01,20,31,D01,9.5
20-33-D01,20,33,D01,12.0
20-35-D01,20,35,D01,11.5
20-37-D01,20,37,D01,13.0
20-39-D01,20,39,D01,18.0
20-41-W.Vl.Heuvels,20,41,W.Vl.Heuvels,12.5
20-43-W.Vl.Heuvels,20,43,W.Vl.Heuvels,9.5
20-45-W.Vl.Heuvels,20,45,W.Vl.Heuvels,16.0
20-47-W.Vl.Heuvels,20,47,W.Vl.Heuvels,8.0
21-5-D04,21,5,D04,15.0
21-7-D04,21,7,D04,9.5
21-9-D04,21,9,D04,13.0
21-11-D04,21,11,D04,16.0
21-13-D04,21,13,D04,11.0
21-15-D04,21,15,D04,14.0
21-17-Vl. Ardennen,21,17,Vl. Ardennen,11.0
21-19-Vl. Ardennen,21,19,Vl. Ardennen,10.5
21-21-Vl. Ardennen,21,21,Vl. Ardennen,11.5
21-23-Vl. Ardennen,21,23,Vl. Ardennen,18.0
21-25-Vl. Ardennen,21,25,Vl. Ardennen,12.0
21-27-Vl. Ardennen,21,27,Vl. Ardennen,7.0
21-29-D01,21,29,D01,9.0
21-31-D01,21,31,D01,11.0
21-33-D01,21,33,D01,9.5
21-35-D01,21,35,D01,13.0
21-39-D01,21,39,D01,13.0
21-41-W.Vl.Heuvels,21,41,W.Vl.Heuvels,11.0
21-43-W.Vl.Heuvels,21,43,W.Vl.Heuvels,14.5
21-45-W.Vl.Heuvels,21,45,W.Vl.Heuvels,13.0
21-47-W.Vl.Heuvels,21,47,W.Vl.Heuvels,14.0
22-17-5VB1034,22,17,5VB1034,12.0
22-19-5VB1034,22,19,5VB1034,13.0
22-21-5VB1034,22,21,5VB1034,13.0
22-23-5VB1034,22,23,5VB1034,19.0
22-25-5VB1034,22,25,5VB1034,13.0
22-27-5VB1034,22,27,5VB1034,9.0
22-29-D04,22,29,D04,12.0
22-31-D04,22,31,D04,9.0
22-33-D04,22,33,D04,10.0
22-35-D04,22,35,D04,14.0
22-37-D04,22,37,D04,12.0
22-39-D04,22,39,D04,15.0
22-41-Vl. Ardennen,22,41,Vl. Ardennen,12.0
22-43-Vl. Ardennen,22,43,Vl. Ardennen,15.5
22-45-Vl. Ardennen,22,45,Vl. Ardennen,13.0
22-47-Vl. Ardennen,22,47,Vl. Ardennen,13.5
23-17-5VB1034,23,17,5VB1034,17.0
23-19-5VB1034,23,19,5VB1034,13.0
23-21-5VB1034,23,21,5VB1034,15.0
23-23-5VB1034,23,23,5VB1034,10.0
23-25-5VB1034,23,25,5VB1034,11.0
23-27-5VB1034,23,27,5VB1034,13.0
23-29-D04,23,29,D04,11.0
23-31-D04,23,31,D04,11.5
23-33-D04,23,33,D04,16.0
23-35-D04,23,35,D04,16.0
23-37-D04,23,37,D04,16.0
23-39-D04,23,39,D04,16.0
23-41-Vl. Ardennen,23,41,Vl. Ardennen,22.5
23-43-Vl. Ardennen,23,43,Vl. Ardennen,13.0
23-45-Vl. Ardennen,23,45,Vl. Ardennen,12.0
23-47-Vl. Ardennen,23,47,Vl. Ardennen,14.0
24-17-5VB1034,24,17,5VB1034,15.5
24-19-5VB1034,24,19,5VB1034,12.0
24-21-5VB1034,24,21,5VB1034,13.0
24-23-5VB1034,24,23,5VB1034,12.0
24-25-5VB1034,24,25,5VB1034,7.0
24-27-5VB1034,24,27,5VB1034,12.0
24-29-D04,24,29,D04,11.0
24-31-D04,24,31,D04,18.5
24-33-D04,24,33,D04,14.5
24-35-D04,24,35,D04,15.0
24-37-D04,24,37,D04,14.0
24-39-D04,24,39,D04,16.0
24-41-Vl. Ardennen,24,41,Vl. Ardennen,15.0
24-43-Vl. Ardennen,24,43,Vl. Ardennen,10.0
24-45-Vl. Ardennen,24,45,Vl. Ardennen,17.5
24-47-Vl. Ardennen,24,47,Vl. Ardennen,11.5
25-17-5VB1034,25,17,5VB1034,16.0
25-19-5VB1034,25,19,5VB1034,15.0
25-21-5VB1034,25,21,5VB1034,11.0
25-23-5VB1034,25,23,5VB1034,12.5
25-25-5VB1034,25,25,5VB1034,10.5
25-27-5VB1034,25,27,5VB1034,10.0
25-29-D04,25,29,D04,11.0
25-31-D04,25,31,D04,17.0
25-33-D04,25,33,D04,16.0
25-35-D04,25,35,D04,10.0
25-37-D04,25,37,D04,17.0
25-39-D04,25,39,D04,15.0
25-41-Vl. Ardennen,25,41,Vl. Ardennen,23.0
25-43-Vl. Ardennen,25,43,Vl. Ardennen,9.0
25-45-Vl. Ardennen,25,45,Vl. Ardennen,13.0
26-17-5VB1034,26,17,5VB1034,12.0
26-21-5VB1034,26,21,5VB1034,15.0
26-23-5VB1034,26,23,5VB1034,11.0
26-25-5VB1034,26,25,5VB1034,9.0
26-27-5VB1034,26,27,5VB1034,14.0
26-29-D04,26,29,D04,11.0
26-31-D04,26,31,D04,16.0
26-33-D04,26,33,D04,17.0
26-35-D04,26,35,D04,13.0
26-37-D04,26,37,D04,13.5
26-39-D04,26,39,D04,11.0
26-41-Vl. Ardennen,26,41,Vl. Ardennen,18.0
26-43-Vl. Ardennen,26,43,Vl. Ardennen,11.0
26-45-Vl. Ardennen,26,45,Vl. Ardennen,11.5
26-47-Vl. Ardennen,26,47,Vl. Ardennen,12.0
27-17-5VB1034,27,17,5VB1034,14.5
27-19-5VB1034,27,19,5VB1034,10.5
27-21-5VB1034,27,21,5VB1034,12.0
27-23-5VB1034,27,23,5VB1034,10.0
27-25-5VB1034,27,25,5VB1034,12.0
27-27-5VB1034,27,27,5VB1034,13.0
27-29-D04,27,29,D04,12.0
27-31-D04,27,31,D04,10.0
27-33-D04,27,33,D04,12.0
27-35-D04,27,35,D04,16.0
27-37-D04,27,37,D04,16.5
27-39-D04,27,39,D04,15.5
27-41-Vl. Ardennen,27,41,Vl. Ardennen,19.0
27-43-Vl. Ardennen,27,43,Vl. Ardennen,9.0
27-45-Vl. Ardennen,27,45,Vl. Ardennen,12.0
27-47-Vl. Ardennen,27,47,Vl. Ardennen,11.5
